URL;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15
M3_2;0;0;0;0;0;0;8;10;1364;640;NA;NA;NA;8;8
M3_3;0;0;0;0;0;0;8;10;1392;668;NA;NA;NA;8;8
M3_4;0;0;0;0;0;0;8;10;1258;624;NA;NA;NA;8;8
M3_5;0;0;0;0;0;0;8;11;1518;732;NA;NA;NA;8;8
M3_6;0;0;0;0;0;0;8;10;1464;740;NA;NA;NA;8;8
M3_7;0;0;0;0;0;0;8;10;1364;640;NA;NA;NA;8;8
M3_8;0;0;0;0;0;0;8;11;1450;664;NA;NA;NA;8;8
M3_9;0;0;0;0;0;0;8;10;1396;672;NA;NA;NA;8;8
M3_10;1;1;1;90;0;0;9;12;1602;738;NA;NA;NA;9;8
M3_11;1;1;1;90;0;0;9;12;1586;722;NA;NA;NA;9;8
M3_12;0;0;0;0;0;0;8;11;1414;628;NA;NA;NA;8;8
M3_13;0;0;0;0;0;0;8;11;1438;652;NA;NA;NA;8;8
M3_14;0;0;0;0;0;0;8;11;1442;656;NA;NA;NA;8;8
M3_15;0;0;0;0;0;0;8;10;1376;652;NA;NA;NA;8;8
M3_16;0;0;0;0;0;0;8;10;1364;640;NA;NA;NA;8;8
M3_17;0;0;0;0;0;0;8;10;1320;596;NA;NA;NA;8;8
M3_18;0;0;0;0;0;0;8;11;1410;624;NA;NA;NA;8;8
M3_19;0;0;0;0;0;0;8;11;1426;640;NA;NA;NA;8;8
M3_20;0;0;0;0;0;0;8;10;1372;648;NA;NA;NA;8;8
M3_21;0;0;0;0;0;0;8;10;1420;696;NA;NA;NA;8;8
M3_22;0;0;0;0;0;0;8;10;1388;664;NA;NA;NA;8;8
M3_23;1;1;1;90;0;0;9;13;1664;738;NA;NA;NA;9;8
M3_24;1;1;1;90;0;0;9;13;1672;746;NA;NA;NA;9;8
M3_25;1;1;1;90;0;0;9;12;1606;742;NA;NA;NA;9;8
M3_26;0;0;0;0;0;0;8;10;1368;644;NA;NA;NA;8;8
M3_27;0;0;0;0;0;0;8;10;1348;624;NA;NA;NA;8;8
M3_28;0;0;0;0;0;0;8;10;1384;660;NA;NA;NA;8;8
M3_29;0;0;0;0;0;0;8;11;1466;680;NA;NA;NA;8;8
M3_30;0;0;0;0;0;0;8;11;1438;652;NA;NA;NA;8;8
M3_31;0;0;0;0;0;0;8;11;1458;672;NA;NA;NA;8;8
M3_32;0;0;0;0;0;0;8;10;1420;696;NA;NA;NA;8;8
M3_33;0;0;0;0;0;0;8;10;1416;692;NA;NA;NA;8;8
M3_34;0;0;0;0;0;0;8;10;1416;692;NA;NA;NA;8;8
M3_35;0;0;0;0;0;0;8;11;1434;648;NA;NA;NA;8;8
M3_36;0;0;0;0;0;0;8;11;1418;632;NA;NA;NA;8;8
M3_37;1;1;1;90;0;0;9;12;1634;770;NA;NA;NA;9;8
M3_38;1;1;1;90;0;0;9;12;1646;782;NA;NA;NA;9;8
M3_39;0;0;0;0;0;0;8;10;1392;668;NA;NA;NA;8;8
M3_40;0;0;0;0;0;0;8;10;1348;624;NA;NA;NA;8;8
M3_41;0;0;0;0;0;0;8;11;1438;652;NA;NA;NA;8;8
M3_42;0;0;0;0;0;0;8;11;1442;656;NA;NA;NA;8;8
M3_43;0;0;0;0;0;0;8;10;1340;616;NA;NA;NA;8;8
M3_44;0;0;0;0;0;0;8;10;1384;660;NA;NA;NA;8;8
M3_45;0;0;0;0;0;0;8;10;1424;700;NA;NA;NA;8;8
M3_46;0;0;0;0;0;0;8;11;1454;668;NA;NA;NA;8;8
M3_47;0;0;0;0;0;0;8;11;1442;656;NA;NA;NA;8;8
M3_48;0;0;0;0;0;0;8;10;1384;660;NA;NA;NA;8;8
M3_49;0;0;0;0;0;0;8;9;1207;640;NA;NA;NA;8;8
M3_50;0;0;0;0;0;0;8;10;1356;632;NA;NA;NA;8;8
M3_51;1;1;1;90;0;0;9;13;1620;694;NA;NA;NA;9;8
M3_52;1;1;1;90;0;0;9;13;1612;686;NA;NA;NA;9;8
M3_53;0;0;0;0;0;0;8;9;1173;600;NA;NA;NA;8;8
M3_54;0;0;0;0;0;0;8;10;1420;696;NA;NA;NA;8;8
M3_55;0;0;0;0;0;0;8;11;1534;748;NA;NA;NA;8;8
M3_56;0;0;0;0;0;0;8;11;1498;712;NA;NA;NA;8;8
M3_57;0;0;0;0;0;0;8;10;1400;676;NA;NA;NA;8;8
M3_58;0;0;0;0;0;0;8;10;1364;640;NA;NA;NA;8;8
M3_59;0;0;0;0;0;0;8;10;1360;636;NA;NA;NA;8;8
M3_60;0;0;0;0;0;0;8;11;1430;644;NA;NA;NA;8;8
M3_61;0;0;0;0;0;0;8;11;1446;660;NA;NA;NA;8;8
M3_62;0;0;0;0;0;0;4;6;756;332;NA;NA;NA;4;4
M3_63;0;0;0;0;0;0;4;6;752;328;NA;NA;NA;4;4
M3_64;1;1;1;90;0;0;5;9;1028;402;NA;NA;NA;5;4
M3_65;0;0;0;0;0;0;4;7;786;300;NA;NA;NA;4;4
M3_66;0;0;0;0;0;0;4;6;784;360;NA;NA;NA;4;4
M3_67;0;0;0;0;0;0;4;6;732;308;NA;NA;NA;4;4
M3_68;0;0;0;0;0;0;4;7;802;316;NA;NA;NA;4;4
M3_69;0;0;0;0;0;0;4;6;744;320;NA;NA;NA;4;4
M3_70;0;0;0;0;0;0;4;6;776;352;NA;NA;NA;4;4
M3_71;0;0;0;0;0;0;4;6;784;360;NA;NA;NA;4;4
M3_72;0;0;0;0;0;0;4;7;810;324;NA;NA;NA;4;4
M3_73;0;0;0;0;0;0;6;6;748;478;NA;NA;NA;6;6
M3_74;1;1;1;90;0;0;7;9;1024;544;NA;NA;NA;7;6
M3_75;0;0;0;0;0;0;2;1;62;146;NA;NA;NA;2;2
M4_1;2;1;2;132;0;0;2;4;256;132;NA;NA;NA;2;0
M4_2;1;0;1;66;0;0;1;3;190;66;NA;NA;NA;1;0
M4_3;1;0;1;66;0;0;1;3;190;66;NA;NA;NA;1;0
M4_4;1;0;1;66;0;0;1;3;190;66;NA;NA;NA;1;0
M4_5;1;0;1;66;0;0;1;3;190;66;NA;NA;NA;1;0
M4_6;1;0;1;66;0;0;1;3;190;66;NA;NA;NA;1;0
M4_7;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_8;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_9;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_10;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_11;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_12;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_13;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_14;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_15;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_16;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_17;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_18;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_19;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_20;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_21;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_22;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_23;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_24;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_25;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_26;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_27;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_28;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_29;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_30;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_31;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_32;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_33;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_34;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_35;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_36;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_37;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_38;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_39;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_40;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_41;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_42;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_43;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_44;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_45;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_46;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_47;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_48;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_49;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_50;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_51;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_52;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_53;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_54;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_55;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_56;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_57;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_58;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_59;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_60;1;1;1;90;0;0;1;4;354;90;NA;NA;NA;1;0
M4_61;1;1;1;90;0;0;1;5;416;90;NA;NA;NA;1;0
M4_62;1;1;1;90;0;0;1;5;416;90;NA;NA;NA;1;0
M4_63;1;1;1;90;0;0;1;4;354;90;NA;NA;NA;1;0
M4_64;1;1;1;90;0;0;1;5;416;90;NA;NA;NA;1;0
M4_65;1;1;1;90;0;0;1;4;354;90;NA;NA;NA;1;0
M4_66;1;1;1;90;0;0;1;4;354;90;NA;NA;NA;1;0
M4_67;1;1;1;90;0;0;1;5;416;90;NA;NA;NA;1;0
M4_68;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_69;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_70;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_71;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_72;0;0;0;0;0;0;0;3;186;0;NA;NA;NA;0;0
M4_73;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_74;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
M4_75;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
