URL;A1;A2;A4;A5;A6;A7;A8;A9;A10;A11;A12
B0_8825;60;10;UTF-8;nginx;no-cache, pre-check=0, post-check=0;3958;US;Pennsylvania;9/06/2001 0:00;31/10/2016 0:00;voicechasers.com
B0_8826;49;9;UTF-8;nginx/1.12.0;no-cache, must-revalidate, max-age=0;5946;CA;QUEBEC;16/05/2004 0:00;3/03/2017 0:00;jean-pierrebusque.com
B0_8827;48;10;UTF-8;mw2116.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8828;42;9;UTF-8;mw2172.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8829;34;6;iso-8859-1;Apache/2.4.18 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9;None;318;US;CA;29/03/2007 0:00;26/03/2017 0:00;joshuabandphotography.com
B0_8830;58;11;UTF-8;Apache;None;4979;US;CA;4/10/2006 0:00;5/10/2016 0:00;hammondjazz.net
B0_8831;103;19;UTF-8;Apache;max-age=300;29234;US;NY;29/03/1994 0:00;26/03/2017 0:00;sfgate.com
B0_8832;71;11;iso-8859-1;Apache/2.4.25 (Fedora) OpenSSL/1.1.0e-fips;None;248;US;NY;3/10/1997 0:00;1/09/2016 0:00;sitebits.com
B0_8833;53;10;utf-8;ATS;None;652;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_8834;46;11;ISO-8859-1;nginx/1.12.0;private;None;US;NEW YORK;11/04/2006 0:00;21/03/2017 0:00;off2dr.com
B0_8835;67;12;UTF-8;Apache;None;23771;US;MA;8/11/1993 0:00;12/10/2015 0:00;onesource.com
B0_8836;92;18;None;None;None;0;None;None;31/10/2006 0:00;15/09/2016 0:00;rcrdlbl.com
B0_8838;29;7;ISO-8859-1;Apache-Coyote/1.1;None;None;US;California;4/07/2009 0:00;11/11/2016 0:00;forumjar.com
B0_8839;68;10;utf-8;Varnish;None;389;US;CA;16/07/1999 0:00;29/03/2013 0:00;metacritic.com
B0_8840;64;13;UTF-8;ECS (fll/0757);public, max-age=300, s-maxage=300;71590;US;AZ;20/09/2010 0:00;24/08/2016 0:00;voiceplaces.com
B0_8841;54;15;iso-8859-1;None;max-age=15;None;US;CA;9/01/1998 0:00;4/01/2017 0:00;go.com
B0_8842;73;15;ISO-8859-1;Apache;public, max-age=0, must-revalidate;13675;ES;La Rioja;20/06/2001 0:00;13/01/2015 0:00;filmaffinity.com
B0_8843;48;9;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;genealogy.com
B0_8844;74;14;us-ascii;Microsoft-IIS/7.5;None;324;US;California;8/03/2008 0:00;5/04/2017 0:00;flintexpats.com
B0_8845;39;9;us-ascii;cloudflare-nginx;None;None;US;Arizona;10/06/2005 0:00;4/06/2015 0:00;veromi.com
B0_8846;34;6;None;tsa_c;None;0;US;CA;21/01/2000 0:00;8/11/2016 0:00;twitter.com
B0_8847;54;10;UTF-8;None;None;12308;AE;AJMAN;13/03/2000 0:00;11/02/2017 0:00;firstload.com
B0_8848;57;10;us-ascii;Microsoft-IIS/7.5;None;324;US;Arizona;11/02/2009 0:00;21/01/2017 0:00;rapidog.com
B0_8849;67;11;iso-8859-1;Apache;None;426;US;Arizona;13/08/2010 0:00;3/08/2016 0:00;cartographic-images.net
B0_8850;94;17;ISO-8859-1;Apache/2.2.21 (Unix) PHP/5.2.17 DAV/2;private;7020;GB;Surrey;29/01/2007 0:00;2/02/2014 0:00;vgchartz.com
B0_8851;48;9;iso-8859-1;nginx/1.2.6;None;261;US;CA;14/02/1994 0:00;11/02/2017 0:00;playboy.com
B0_8852;25;6;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;CA;30/09/1996 4:00;3/09/2013 18:39;ebparks.org
B0_8853;49;9;ISO-8859-1;squid/3.3.8;None;3518;US;CA;2/06/1994 0:00;6/01/2017 0:00;allmusic.com
B0_8854;70;13;ISO-8859-1;Microsoft-IIS/6.0;private;207676;CA;Quebec;2/06/2004 0:00;21/03/2015 0:00;thebaseballcube.com
B0_8855;108;18;us-ascii;None;public, max-age=43200;324;US;TX;11/07/1996 0:00;29/12/2016 0:00;ticketcity.com
B0_8856;46;9;UTF-8;mw2199.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8857;37;7;utf-8;Apache;None;None;US;Idaho;28/12/1998 0:00;21/10/2011 0:00;ldschurchtemples.com
B0_8858;120;18;UTF-8;Apache;private, max-age=0;None;None;None;17/11/2004 0:00;13/01/2017 0:00;wowjobs.ca
B0_8859;64;10;ISO-8859-1;nginx;None;20797;US;CA;11/07/1998 0:00;10/03/2017 0:00;howstuffworks.com
B0_8860;49;10;utf-8;Apache;private, s-maxage=0, max-age=0, must-revalidate;53767;CA;ON;9/12/2003 0:00;22/10/2016 0:00;wikia.com
B0_8862;49;12;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_8863;47;9;ISO-8859-1;Apache;max-age=60;161479;US;NY;29/03/1994 0:00;26/03/2017 0:00;sfgate.com
B0_8864;63;12;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;GA;2/03/2000 0:00;15/02/2017 0:00;2-tickets.com
B0_8865;42;8;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;CO;30/06/2016 0:00;2/07/2016 0:00;gaysdirect.com
B0_8866;62;12;UTF-8;Apache/2.2.31 (Amazon);None;1371;None;None;28/04/2003 0:00;29/04/2017 0:00;jinni.com
B0_8868;49;9;ISO-8859-1;Apache;None;None;None;None;11/12/2005 3:10;25/01/2017 1:31;unclaimed-funds.us
B0_8869;127;23;ISO-8859-1;cloudflare-nginx;None;None;US;FL;13/03/2006 0:00;15/08/2016 0:00;x17online.com
B0_8870;77;16;utf-8;Apache;private, must-revalidate, s-maxage=0, max-age=0;64529;US;MO;20/05/1996 0:00;24/10/2016 0:00;answers.com
B0_8871;34;10;ISO-8859-1;Apache/2.2.22 (Ubuntu);None;7108;ES;ES;24/04/2008 0:00;9/04/2017 0:00;subzin.com
B0_8872;149;24;UTF-8;None;no-cache;None;US;Tennessee;29/06/1998 0:00;26/02/2015 0:00;nashvillescene.com
B0_8873;27;6;UTF-8;None;max-age=0, no-cache, no-store, must-revalidate;12148;US;TX;23/03/2009 0:00;4/04/2017 0:00;charlenerogers.com
B0_8874;79;15;ISO-8859-1;Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3;public, max-age=300;9374;US;IL;12/12/1990 0:00;8/06/2015 0:00;latimes.com
B0_8875;29;6;us-ascii;Microsoft-IIS/7.5;None;324;US;New Jersey;9/12/2004 17:19;7/12/2016 19:07;oceancountyscore.org
B0_8876;66;9;us-ascii;Microsoft-HTTPAPI/2.0;None;324;CA;Alberta;6/06/2011 0:00;6/06/2016 0:00;makethemworkforyou.com
B0_8877;63;13;utf-8;Microsoft-IIS/7.5;private;48028;US;CA;2/09/1997 0:00;4/03/2017 0:00;golflink.com
B0_8878;114;20;ISO-8859-1;nginx/1.8.1;None;None;US;CA;25/05/1996 0:00;28/04/2017 0:00;insideline.com
B0_8879;48;10;utf-8;None;None;14880;US;FL;24/01/2001 0:00;24/01/2017 0:00;sensagent.com
B0_8880;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_8881;32;6;ISO-8859-1;nginx;None;1772;US;MA;14/07/2004 0:00;16/05/2016 0:00;georgedavisbuilders.com
B0_8882;32;7;iso-8859-1;Apache/2;None;345;US;NY;28/08/1998 0:00;14/05/2013 0:00;haberarts.com
B0_8883;46;10;utf-8;None;None;14869;US;FL;24/01/2001 0:00;24/01/2017 0:00;sensagent.com
B0_8884;83;16;utf-8;ATS;max-age=0, private;702;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_8885;51;10;latin1;nginx/1.2.4;private;None;US;CA;23/09/1996 0:00;14/09/2016 0:00;freerepublic.com
B0_8887;64;13;ISO-8859-1;Apache;None;None;US;NC;9/04/1996 0:00;12/04/2016 0:00;goduke.com
B0_8888;20;6;iso-8859-1;Apache;None;318;AU;Queensland;11/10/2008 0:00;8/10/2016 0:00;justvim.com
B0_8889;49;10;utf-8;nginx/1.4.6 (Ubuntu);max-age=900;None;US;CA;2/12/2005 0:00;2/12/2016 0:00;zimbio.com
B0_8891;39;9;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_8892;55;9;ISO-8859-1;None;None;None;GB;None;27/01/2000 0:00;23/01/2017 0:00;standardlifeinvestments.com
B0_8893;46;10;UTF-8;mw2231.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8894;71;12;UTF-8;Apache-Coyote/1.1;"no-cache=""set-cookie""";17515;US;Georgia;9/01/2007 0:00;30/04/2013 0:00;worthpoint.com
B0_8895;80;15;utf-8;Apache/2.4.7 (Ubuntu);None;5614;US;Washington;25/05/2004 0:45;26/05/2016 14:23;summitpost.org
B0_8896;42;8;utf-8;Apache;private, must-revalidate, s-maxage=0, max-age=0;66026;US;MO;20/05/1996 0:00;24/10/2016 0:00;answers.com
B0_8897;67;10;iso-8859-1;None;None;411;US;AL;15/01/1998 0:00;16/12/2016 0:00;cullmantimes.com
B0_8898;55;12;UTF-8;nginx/1.6.3;None;None;None;None;13/02/2009 0:00;27/01/2017 0:00;yumping.co.uk
B0_8899;132;23;utf-8;Apache;None;14060;None;None;27/09/2000 0:00;26/07/2016 0:00;newswire.ca
B0_8900;45;10;UTF-8;nginx/1.10.2;None;None;US;Ct;30/03/1998 0:00;25/02/2017 0:00;indeed.com
B0_8901;51;11;ISO-8859-1;nginx;private, no-cache, no-store, must-revalidate;1526;US;Ohio;8/01/2004 0:00;3/01/2017 0:00;manta.com
B0_8902;33;6;utf-8;Apache;no-cache, must-revalidate, post-check=0, pre-check=0;None;CA;BC;15/10/1999 18:46;10/03/2017 16:04;providencehealthcare.org
B0_8903;39;8;iso-8859-1;Apache;None;None;GB;Yorkshire;11/01/1999 0:00;17/12/2013 0:00;stageplays.com
B0_8904;58;10;ISO-8859-1;Microsoft-IIS/7.5;private;13836;US;NY;9/11/1999 0:46;11/03/2017 15:27;brooklynfilmfestival.org
B0_8905;64;11;ISO-8859-1;nginx/1.12.0;None;4166;US;North Carolina;16/10/2003 13:37;10/10/2016 3:31;carter-cousins.org
B0_8906;74;12;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_8907;44;11;UTF-8;Apache-Coyote/1.1;None;9618;GB;London;13/06/1997 0:00;5/11/2015 0:00;192.com
B0_8908;40;7;UTF-8;Apache;max-age=1800, pre-check=1800, post-check=1800, must-revalidate;24554;US;CA;5/04/2005 0:00;5/04/2017 0:00;citytowninfo.com
B0_8909;55;12;ISO-8859-1;nginx;None;1541;US;CA;27/03/2005 0:00;15/06/2016 0:00;getmein.com
B0_8910;39;9;ISO-8859-1;Play;no-cache, no-store;2119;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_8911;30;7;iso-8859-1;Apache/2.2.3 (Red Hat);None;621;None;None;None;None;gatech.edu
B0_8912;61;12;UTF-8;Apache/2.2.15 (Red Hat);max-age=16;39201;None;None;16/10/2000 0:00;25/10/2016 0:00;cbc.ca
B0_8913;42;11;UTF-8;mw2229.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8914;35;10;UTF-8;nginx;None;28051;US;WA;18/04/1995 0:00;5/04/2017 0:00;salon.com
B0_8915;53;10;ISO-8859-1;AkamaiGHost;None;312;US;DC;2/09/1996 0:00;2/10/2016 0:00;apartments.com
B0_8916;32;7;ISO-8859-1;Microsoft-IIS/8.5;None;1245;US;NY;19/05/2002 0:00;1/04/2015 0:00;odmd.com
B0_8917;44;11;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_8918;52;9;utf-8;nginx/1.1.19;no-cache;1402;US;CA;9/12/1996 0:00;9/10/2015 0:00;spoke.com
B0_8919;32;8;ISO-8859-1;Apache;None;17189;US;CA;2/07/2006 0:00;26/06/2014 0:00;ovguide.com
B0_8920;69;12;ISO-8859-1;Microsoft-IIS/7.5;None;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;absoluteastronomy.com
B0_8921;83;14;utf-8;Apache-Coyote/1.1;None;None;CA;BC;17/10/1996 0:00;12/02/2017 0:00;vancourier.com
B0_8922;46;12;UTF-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;9556;US;Michigan;2/06/2007 0:00;7/06/2016 0:00;vidpk.com
B0_8923;40;6;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;PA;5/06/2003 0:00;26/11/2014 0:00;thefreedictionary.com
B0_8924;66;11;UTF-8;nginx/1.12.0;no-cache, must-revalidate, max-age=0;None;US;CA;20/03/2007 0:00;25/03/2017 0:00;coreyfeldman.net
B0_8926;74;10;iso-8859-1;nginx;None;372;US;FL;28/07/1994 0:00;2/11/2016 0:00;houston.com
B0_8927;78;12;UTF-8;Pizza/pepperoni;max-age=0,no-cache, no-store, must-revalidate;13955;US;WA;16/11/1994 0:00;28/10/2015 0:00;classmates.com
B0_8928;38;8;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;6560;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_8929;21;6;None;None;None;0;IN;Karnataka;3/01/2007 0:00;3/10/2013 0:00;desitara.com
B0_8930;85;16;ISO-8859-1;Apache;None;572;None;None;b;6/06/2015 0:00;jordans.co.uk
B0_8931;28;6;ISO-8859-1;nginx;None;162;US;California;13/10/2000 0:00;28/09/2016 0:00;rufuswainwright.com
B0_8932;34;8;utf-8;nginx;max-age=0, no-cache, no-store;39367;GB;None;2;2;last.fm
B0_8933;42;10;UTF-8;Apache-Coyote/1.1;None;9756;GB;London;13/06/1997 0:00;5/11/2015 0:00;192.com
B0_8934;42;8;ISO-8859-1;nginx;None;162;CA;Manitoba;14/10/2008 0:00;21/03/2015 0:00;sneathstrilchuk.com
B0_8935;57;11;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;10958;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_8936;39;9;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_8937;33;6;ISO-8859-1;Apache;private;15423;US;Arizona;25/01/2009 0:00;12/08/2016 0:00;behindthevoiceactors.com
B0_8938;36;7;ISO-8859-1;Apache;no-store;None;US;CA;20/01/1995 0:00;22/11/2016 0:00;reunion.com
B0_8939;49;12;UTF-8;mw2109.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8940;44;9;iso-8859-1;Apache;None;681;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;famouswhy.com
B0_8941;32;6;iso-8859-1;Apache/2;None;345;US;IN;17/10/2000 0:00;17/10/2012 0:00;americanelectricinc.com
B0_8942;90;22;UTF-8;Apache/2.2.10 (Unix) PHP/5.2.6;None;12754;US;Nevada;24/06/2005 0:00;1/06/2015 0:00;veoh.com
B0_8943;36;9;utf-8;Apache;private, s-maxage=0, max-age=0, must-revalidate;45173;CA;ON;9/12/2003 0:00;22/10/2016 0:00;wikia.com
B0_8944;43;8;UTF-8;Apache-Coyote/1.1;None;None;US;CA;3/07/1997 0:00;31/05/2016 0:00;shopping.com
B0_8945;51;10;ISO-8859-1;Server;None;960;None;None;19/09/2000 0:00;12/03/2014 0:00;amazon.ca
B0_8946;35;7;ISO-8859-1;Apache;no-store;None;US;CA;20/01/1995 0:00;22/11/2016 0:00;reunion.com
B0_8947;59;12;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;None;None;bluffton.edu
B0_8948;63;15;utf-8;nginx;public, max-age=2700;3471;None;None;None;None;cornell.edu
B0_8949;50;12;UTF-8;mw2236.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8950;65;11;UTF-8;Microsoft-IIS/8.5;private;15518;AU;None;20/07/2006 0:00;5/03/2013 0:00;whosdatedwho.com
B0_8951;31;7;None;tsa_c;None;0;US;CA;21/01/2000 0:00;8/11/2016 0:00;twitter.com
B0_8952;29;7;utf-8;nginx;None;None;US;CA;17/12/1997 0:00;14/11/2015 0:00;mp3.com
B0_8953;76;17;utf-8;ebay server;private;None;US;CA;4/08/1995 0:00;26/01/2017 0:00;ebay.com
B0_8955;90;20;UTF-8;nginx;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;Arizona;26/01/2006 21:09;11/04/2017 23:16;wikimapia.org
B0_8956;42;10;utf-8;Apache;no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;10/06/1996 4:00;11/03/2017 21:23;sabr.org
B0_8957;37;7;UTF-8;nginx/1.4.6 (Ubuntu);None;None;US;CA;14/12/1995 5:00;6/12/2016 21:52;archive.org
B0_8958;63;12;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_8959;26;6;utf-8;Pepyaka/1.11.3;no-cache;None;GB;NA;25/11/2007 0:00;25/11/2016 0:00;foxpoolfrance.com
B0_8961;44;8;ISO-8859-1;nginx/1.6.2;no-cache;None;US;LA;30/10/2005 0:00;1/11/2016 0:00;giveawayoftheday.com
B0_8963;35;7;ISO-8859-1;None;no-cache;6750;US;NC;24/02/2000 0:00;20/04/2016 0:00;bizjournals.com
B0_8964;115;19;ISO-8859-1;nginx/1.4.6 (Ubuntu);None;None;US;WA;12/06/1996 0:00;5/03/2017 0:00;bettor.com
B0_8965;46;9;UTF-8;Apache;None;194;AU;Queensland;19/12/2007 0:00;23/11/2016 0:00;4megaupload.com
B0_8966;54;11;UTF-8;Apache;private, max-age=0;12305;US;AZ;28/12/1999 0:00;28/12/2014 0:00;bookrags.com
B0_8967;42;7;iso-8859-2;Apache;None;606;None;None;25/07/2007 0:00;21/06/2016 0:00;southcentralmuseums.ca
B0_8968;86;14;utf-8;nginx;no-cache;None;US;California;24/09/2006 0:00;26/08/2015 0:00;scribd.com
B0_8969;58;11;utf-8;nginx/1.4.6 (Ubuntu);max-age=900;None;US;CA;2/12/2005 0:00;2/12/2016 0:00;zimbio.com
B0_8970;53;10;utf-8;Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4;no-cache, must-revalidate, post-check=0, pre-check=0;None;AN;None;4/06/1998 0:00;4/04/2016 0:00;caribseek.com
B0_8971;53;11;iso-8859-1;Apache/2.4.7 (Unix);None;231;CA;QC;26/09/1994 0:00;3/06/2016 0:00;montreal.com
B0_8972;60;11;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;None;None;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_8973;52;10;us-ascii;Microsoft-HTTPAPI/2.0;None;324;AU;None;9/02/2008 0:00;10/02/2017 0:00;fanpix.net
B0_8974;168;27;UTF-8;Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4;no-cache, must-revalidate, max-age=0;None;US;Alaska;15/04/2011 0:00;16/03/2017 0:00;alaska-native-news.com
B0_8975;57;10;UTF-8;cloudflare-nginx;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;MA;16/10/2003 0:00;2/12/2016 0:00;zoominfo.com
B0_8976;140;26;UTF-8;nginx;None;None;None;None;19/11/1993 0:00;15/06/2016 0:00;time.com
B0_8977;39;7;utf-8;nginx;None;None;US;Colorado;12/05/1997 0:00;2/03/2016 0:00;thespacestore.com
B0_8980;48;10;UTF-8;nginx;None;None;US;CA;12/12/2003 0:00;18/10/2016 0:00;yelp.com
B0_8981;53;11;UTF-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;26/12/2008 0:00;24/04/2017 0:00;emplois-montreal.ca
B0_8982;43;9;UTF-8;mw2197.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8983;44;11;UTF-8;mw2170.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_8984;30;7;iso-8859-1;Apache;None;331;US;California;28/07/1999 0:00;25/07/2016 0:00;doig.net
B0_8985;64;10;UTF-8;nginx/1.12.0;no-cache, must-revalidate, max-age=0;None;None;None;None;None;umobile.edu
B0_8986;32;7;us-ascii;Microsoft-IIS/7.5;None;324;US;Washington;26/06/2007 0:00;7/08/2016 0:00;goldenmap.com
B0_8987;80;13;utf-8;None;max-age=30;7299;US;Arizona;23/07/2007 0:00;12/05/2016 0:00;prettymuchamazing.com
B0_8988;97;17;ISO-8859-1;nginx;None;162;US;FL;25/01/2006 0:00;12/04/2017 0:00;experienceproject.com
B0_8989;62;9;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;PA;5/06/2003 0:00;26/11/2014 0:00;thefreedictionary.com
B0_8990;47;8;ISO-8859-1;Microsoft-IIS/7.5;None;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;absoluteastronomy.com
B0_8991;24;7;iso-8859-1;Apache/2.2.27 (CentOS);None;284;None;None;None;None;cornell.edu
B0_8992;37;7;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_8994;39;8;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;None;None;thinkoutside.mo.gov
B0_8995;62;11;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;37880;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_8997;46;8;ISO-8859-1;Apache;None;None;US;PA;3/01/2003 0:00;4/01/2017 0:00;jasperjottings.com
B0_8998;70;12;UTF-8;Server;no-cache;None;None;None;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_8999;63;12;ISO-8859-1;Apache;private;None;US;FL;11/12/1997 0:00;8/12/2015 0:00;ohiobobcats.com
B0_9000;57;8;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;PA;5/06/2003 0:00;26/11/2014 0:00;thefreedictionary.com
B0_9001;35;6;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_9003;27;6;None;tsa_c;None;0;US;CA;21/01/2000 0:00;8/11/2016 0:00;twitter.com
B0_9004;21;6;ISO-8859-1;LiteSpeed;None;None;US;MI;25/02/2010 20:34;12/03/2017 17:10;reedcity.org
B0_9005;110;17;UTF-8;Apache/2.2.22 (Ubuntu);max-age=300;25169;CA;ON;18/09/1995 0:00;12/03/2017 0:00;theglobeandmail.com
B0_9006;37;8;UTF-8;Apache-Coyote/1.1;None;None;US;NY;24/04/1996 0:00;24/03/2017 0:00;bizrate.com
B0_9007;28;6;utf-8;nginx/1.12.0;no-cache;None;US;NJ;2/08/1999 0:00;25/02/2014 0:00;edwardscreative.com
B0_9008;67;14;utf-8;Apache;private, must-revalidate, s-maxage=0, max-age=0;61342;US;MO;20/05/1996 0:00;24/10/2016 0:00;answers.com
B0_9009;50;12;utf-8;nginx/1.6.2;None;11006;US;CO;4/06/2004 0:00;18/04/2017 0:00;filecatch.com
B0_9010;40;7;us-ascii;Microsoft-IIS/7.5;None;324;US;Arizona;25/11/2006 0:00;26/11/2016 0:00;wayneroustan.com
B0_9012;27;6;utf-8;openresty/1.11.2.1;max-age=0, private, must-revalidate;None;US;TN;28/10/2000 0:00;13/10/2016 0:00;stonewallmusic.com
B0_9013;50;11;ISO-8859-1;cloudflare-nginx;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;3/08/2004 0:00;1/03/2017 0:00;horseclicks.com
B0_9014;36;6;utf-8;None;no-cache;None;US;CA;22/02/1996 0:00;16/01/2015 0:00;myspace.com
B0_9015;110;15;UTF-8;nginx/1.4.6 (Ubuntu);None;None;US;CA;14/12/1995 5:00;6/12/2016 21:52;archive.org
B0_9016;45;8;us-ascii;None;None;324;US;MA;21/06/1997 0:00;21/10/2016 0:00;homestead.com
B0_9017;86;20;UTF-8;None;max-age=300;None;US;CA;9/01/1998 0:00;4/01/2017 0:00;go.com
B0_9019;74;10;ISO-8859-1;Apache/1.3.39 (Unix) PHP/5.2.5 mod_auth_passthrough/1.8 mod_bwlimited/1.4 mod_log_bytes/1.2 mod_gzip/1.3.26.1a FrontPage/5.0.2.2635 DAV/1.0.3 mod_ssl/2.8.30 OpenSSL/0.9.7a;None;None;US;Illinois;25/02/2006 0:00;26/02/2016 0:00;genealogytrails.com
B0_9020;42;8;utf-8;nginx/1.1.19;max-age=0, private, must-revalidate;14428;US;CA;9/12/1996 0:00;9/10/2015 0:00;spoke.com
B0_9021;55;9;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;Delaware;13/08/2005 0:00;5/04/2017 0:00;allencountyky.com
B0_9022;53;11;UTF-8;nginx;None;None;US;CA;12/12/2003 0:00;18/10/2016 0:00;yelp.com
B0_9023;57;10;iso-8859-1;None;None;236;US;OH;19/10/1997 4:00;5/10/2015 16:13;ohiocitizen.org
B0_9024;44;10;us-ascii;Microsoft-HTTPAPI/2.0;None;324;GB;Antrim;12/04/2005 0:00;7/04/2017 0:00;cycleni.com
B0_9025;64;11;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;FL;14/09/1995 0:00;12/05/2016 0:00;realtor.com
B0_9026;138;23;utf-8;DMS/1.0.42;no-cache;None;FR;None;15/03/2005 0:00;28/06/2016 0:00;dailymotion.com
B0_9027;43;10;ISO-8859-1;nginx;private, no-cache, no-store, must-revalidate;1506;US;Ohio;8/01/2004 0:00;3/01/2017 0:00;manta.com
B0_9028;50;12;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_9029;60;11;UTF-8;GSE;private, max-age=0, must-revalidate;None;None;None;None;None;picasaweb.google.com
B0_9030;51;10;ISO-8859-1;Apache;None;2381;US;PA;2/06/1998 0:00;2/06/2016 0:00;childstarlets.com
B0_9031;33;7;ISO-8859-1;Apache;no-store;None;US;CA;20/01/1995 0:00;22/11/2016 0:00;reunion.com
B0_9032;40;8;UTF-8;Apache;None;None;IT;Treviso;10/04/2008 0:00;27/02/2017 0:00;ccbcitaly.com
B0_9033;43;8;ISO-8859-1;squid/3.3.8;None;3501;US;CA;2/06/1994 0:00;6/01/2017 0:00;allmusic.com
B0_9034;48;9;utf-8;Apache;private, s-maxage=0, max-age=0, must-revalidate;44393;CA;ON;9/12/2003 0:00;22/10/2016 0:00;wikia.com
B0_9035;33;7;iso-8859-1;Apache;None;416;CA;QC;6/11/2002 0:00;6/11/2016 0:00;lengele.com
B0_9036;39;8;utf-8;Google Frontend;must_revalidate, public, max-age=3600;40830;US;CA;3/10/2003 0:00;1/09/2016 0:00;freebase.com
B0_9038;130;25;ISO-8859-1;Varnish;None;9;US;DC;31/03/2005 0:00;27/03/2017 0:00;sbnation.com
