URL;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15
B0_593;21;0;4;1643;0;0;23;31;21144;1797;15234022;1,51E+05;2,03E+05;23;2
B0_594;12;7;1;2036;0;0;16;17;7035;2320;15234528;1,05E+05;1,12E+05;16;4
B0_595;10;0;2;2202;0;0;14;15;3304;2490;NA;NA;NA;14;4
B0_596;32;23;7;4287;0;0;38;40;18011;4749;15261747;2,49E+05;2,62E+04;38;6
B0_597;23;1;4;2262;0;0;29;28;16553;2736;NA;NA;NA;29;6
B0_598;44;37;6;6317;0;0;52;53;38708;6925;15267125;3,41E+05;3,47E+05;52;8
B0_599;43;4;4;5738;0;0;47;50;56926;6046;15273200;3,08E+05;3,27E+05;47;4
B0_600;10;0;3;1170;0;0;16;14;1324;1584;NA;NA;NA;16;6
B0_601;6;0;3;650;0;0;10;10;1417;950;15278873;6,54E+03;6,54E+03;10;4
B0_602;12;0;3;1716;0;0;16;17;11285;2012;NA;NA;NA;16;4
B0_603;14;0;3;1102;0;0;16;8;1015;1248;15430756;1,04E+05;5,18E+04;16;2
B0_604;20;9;4;3076;0;0;26;23;8668;3494;15431148;1,68E+05;1,49E+05;26;6
B0_605;23;17;8;1970;0;0;27;26;2183;2262;15582979;1,73E+05;1,67E+05;27;4
B0_606;23;17;8;1970;0;0;27;26;2183;2262;15582979;1,73E+05;1,67E+05;27;4
B0_607;6;1;4;412;0;0;8;9;764;562;NA;NA;NA;8;2
B0_608;19;0;2;1801;0;0;23;25;26643;2097;15589954;1,48E+05;1,60E+05;23;4
B0_609;8;0;5;516;0;0;8;2;124;516;NA;NA;NA;8;0
B0_610;57;4;6;6820;0;0;59;61;79053;6966;15776261;3,74E+05;3,87E+05;59;2
B0_611;29;1;4;2630;0;0;35;35;35655;3102;15784630;2,22E+05;2,22E+05;35;6
B0_612;17;7;3;2715;0;0;23;20;20139;3187;15793562;1,46E+05;1,27E+05;23;6
B0_613;14;3;11;1260;0;0;18;17;1646;1576;15803279;1,14E+05;1,08E+05;18;4
B0_614;8;0;2;723;0;0;10;11;1837;871;NA;NA;NA;10;2
B0_615;18;13;2;3354;0;0;24;18;8544;3810;15804799;1,52E+05;1,14E+05;24;6
B0_616;17;12;4;2401;0;0;23;23;19291;2827;15824875;1,45E+04;1,45E+04;23;6
B0_617;16;3;4;1480;0;0;20;23;10665;1776;NA;NA;NA;20;4
B0_618;9;0;2;1589;0;0;13;13;2404;1909;NA;NA;NA;13;4
B0_619;10;0;3;580;0;0;12;5;417;738;NA;NA;NA;12;2
B0_620;10;1;3;1300;0;0;14;15;13818;1618;15982915;8,76E+02;9,39E+04;14;4
B0_621;38;1;9;3432;0;0;42;48;64807;3754;15995626;2,63E+05;3,00E+05;42;4
B0_622;40;17;16;3285;0;0;46;45;12003;3729;16033702;2,87E+05;2,81E+05;46;6
B0_623;80;0;2;6525;0;0;84;102;126205;6843;16035098;5,24E+04;6,36E+05;84;4
B0_624;20;0;3;1578;0;0;24;24;20606;1890;16035867;1,50E+05;1,50E+05;24;4
B0_625;21;6;13;1627;0;0;25;23;2044;1933;16073237;1,56E+05;1,43E+05;25;4
B0_626;28;0;5;3183;0;0;36;33;24455;3777;NA;NA;NA;36;8
B0_627;101;4;15;7002;0;0;107;79;172138;7422;16224231;6,60E+05;4,87E+05;107;6
B0_628;17;5;11;1050;0;0;19;15;1035;1186;NA;NA;NA;19;2
B0_629;11;0;3;1358;0;0;17;16;9432;1798;16275773;1,04E+05;9,83E+04;17;6
B0_630;11;0;3;1358;0;0;17;16;9432;1798;16275773;1,04E+05;9,83E+04;17;6
B0_631;64;56;5;7076;0;0;74;71;63630;7822;16278641;4,55E+05;4,36E+05;74;10
B0_632;13;3;7;1313;0;0;17;18;1612;1605;NA;NA;NA;17;4
B0_633;10;0;5;1197;0;0;14;15;1424;1503;16285075;8,60E+03;9,21E+04;14;4
B0_634;21;0;8;2221;0;0;25;26;3809;2513;16319979;1,53E+05;1,59E+04;25;4
B0_635;38;32;3;4488;0;0;44;44;44959;4944;16320496;2,70E+05;2,70E+05;44;6
B0_636;107;4;4;8986;0;0;111;148;234205;9294;NA;NA;NA;111;4
B0_637;26;0;7;2270;0;0;30;24;10000;2562;16479034;1,82E+05;1,46E+05;30;4
B0_638;6;0;3;632;0;0;8;8;593;776;NA;NA;NA;8;2
B0_639;76;47;12;9007;0;0;88;44;23985;9891;16632855;5,29E+05;2,65E+05;88;12
B0_640;16;7;8;1224;0;0;24;19;2301;1812;NA;NA;NA;24;8
B0_641;18;0;3;2274;0;0;22;21;31811;2554;NA;NA;NA;22;4
B0_642;21;6;11;1515;0;0;23;18;1334;1675;16708001;1,38E+05;1,08E+05;23;2
B0_643;16;9;5;2381;0;0;20;24;5596;2675;16719199;1,20E+05;1,44E+05;20;4
B0_644;62;50;5;6269;0;0;70;65;54988;6861;16771638;4,17E+05;3,88E+04;70;8
B0_645;13;3;6;1591;0;0;17;15;1936;1931;16776499;1,01E+05;8,94E+04;17;4
B0_646;68;6;7;5207;0;0;70;88;247488;5345;16804797;4,17E+05;5,24E+05;70;2
B0_647;27;14;14;1891;0;0;35;36;3542;2479;NA;NA;NA;35;8
B0_648;51;46;3;5413;0;0;57;61;64860;5841;NA;NA;NA;57;6
B0_649;23;2;6;2362;0;0;31;23;5472;3008;16981569;1,83E+05;1,35E+05;31;8
B0_650;33;2;8;3759;0;0;39;27;11243;4193;17001861;2,29E+05;1,59E+04;39;6
B0_651;47;37;6;5242;0;0;53;55;49446;5670;NA;NA;NA;53;6
B0_652;105;98;7;8692;0;0;111;130;179133;9172;NA;NA;NA;111;6
B0_653;48;11;11;3684;0;0;54;53;47558;4164;17050021;3,17E+05;3,11E+05;54;6
B0_654;48;11;11;3684;0;0;54;53;47558;4164;17050021;3,17E+05;3,11E+05;54;6
B0_655;26;9;6;2154;0;0;28;34;29677;2310;NA;NA;NA;28;2
B0_656;23;3;15;2485;0;0;27;28;9332;2799;NA;NA;NA;27;4
B0_657;26;6;5;3201;0;0;30;29;20250;3517;17143912;1,75E+05;1,69E+05;30;4
B0_658;23;17;3;3981;0;0;29;27;9867;4417;NA;NA;NA;29;6
B0_659;12;8;7;724;0;0;14;14;1023;864;NA;NA;NA;14;2
B0_660;7;0;2;984;0;0;11;12;1650;1300;NA;NA;NA;11;4
B0_661;4;0;4;240;0;0;8;10;1020;548;NA;NA;NA;8;4
B0_662;45;0;3;4192;0;0;53;54;62498;4834;17181889;3,08E+04;3,14E+05;53;8
B0_663;43;11;15;5371;0;0;49;46;16215;5845;17217851;2,85E+04;2,67E+05;49;6
B0_664;56;52;4;7621;0;0;66;74;58567;8357;17368183;3,80E+05;4,26E+05;66;10
B0_665;43;38;5;5591;0;0;51;56;46553;6231;17371973;2,94E+05;3,22E+05;51;8
B0_666;57;49;5;5951;0;0;65;64;56509;6543;17380298;3,74E+05;3,68E+05;65;8
B0_667;45;3;7;4178;0;0;51;50;44810;4646;17385359;2,93E+05;2,88E+05;51;6
B0_668;20;8;6;2976;0;0;26;23;8187;3476;17386411;1,50E+04;1,32E+05;26;6
B0_669;25;3;5;3428;0;0;29;23;28007;3736;17415791;1,67E+05;1,32E+04;29;4
B0_670;19;0;4;1538;0;0;23;8;1121;1852;17566370;1,31E+05;4,55E+03;23;4
B0_671;11;0;5;1047;0;0;17;11;1372;1547;17567176;9,68E+03;6,26E+04;17;6
B0_672;73;58;6;6789;0;0;79;89;110553;7245;17567176;4,50E+05;5,07E+05;79;6
B0_673;40;32;7;5024;0;0;46;37;15154;5500;17573719;2,62E+05;2,11E+05;46;6
B0_674;22;12;5;3142;0;0;30;24;7684;3746;17574622;1,71E+05;1,37E+05;30;8
B0_675;23;12;5;3208;0;0;32;26;8206;3883;17574622;1,82E+05;1,48E+05;32;9
B0_676;19;6;11;2314;0;0;25;28;3039;2776;17606950;1,42E+05;1,59E+05;25;6
B0_677;18;5;10;2248;0;0;26;28;3605;2890;17606950;1,48E+05;1,59E+05;26;8
B0_678;35;14;7;4515;0;0;43;28;12970;5105;17758152;2,42E+05;1,58E+05;43;8
B0_679;31;13;8;5105;0;0;43;28;13437;5105;17758152;2,42E+05;1,58E+05;43;0
B0_680;19;6;4;2781;1;0;24;24;18410;3085;NA;NA;NA;24;4
B0_681;19;12;7;2506;0;0;23;27;7448;2810;17825911;1,29E+05;1,51E+05;23;4
B0_682;226;6;6;15162;0;0;228;284;383760;15314;17834734;1,28E+05;1,59E+06;228;2
B0_683;19;0;3;1816;0;0;23;22;12138;2104;17835431;1,29E+05;1,23E+05;23;4
B0_684;40;34;3;6020;0;0;48;45;37704;6628;17836099;2,69E+05;2,52E+05;48;8
B0_685;16;5;5;1615;0;0;20;23;25358;1931;17842376;1,12E+05;1,29E+05;20;4
B0_686;70;3;8;5631;1;0;77;65;82281;6091;17993342;4,28E+05;3,61E+05;77;6
B0_687;15;5;11;1244;0;0;17;23;1616;1384;18037089;9,43E+04;1,28E+05;17;2
B0_688;24;20;2;4372;1;0;31;33;13095;4808;NA;NA;NA;31;6
B0_689;22;16;8;3094;0;0;26;27;7809;3414;NA;NA;NA;26;4
B0_690;59;47;11;6945;0;0;71;71;62932;7895;18139722;3,91E+05;3,91E+05;71;12
B0_691;28;10;9;2683;0;0;36;33;11690;3307;18143411;1,98E+05;1,82E+05;36;8
B0_692;26;21;4;4488;1;0;35;35;14140;5084;18148578;1,93E+05;1,93E+05;35;8
B0_693;21;3;6;2038;0;0;25;14;1507;2354;18299382;1,37E+05;7,65E+04;25;4
B0_694;24;6;12;2634;0;0;28;26;4384;2932;NA;NA;NA;28;4
B0_695;33;26;4;3590;0;0;39;48;30057;4064;18451221;2,11E+05;2,60E+05;39;6
B0_696;16;2;3;1364;0;0;18;23;16978;1502;18457593;9,75E+04;1,25E+04;18;2
B0_697;20;5;9;2948;0;0;24;27;5557;3248;NA;NA;NA;24;4
B0_698;103;0;3;7073;0;0;105;113;179439;7217;18468649;5,69E+05;6,12E+05;105;2
B0_699;49;43;4;5365;0;0;55;60;78671;5793;NA;NA;NA;55;6
B0_700;9;2;4;558;0;0;13;9;646;886;NA;NA;NA;13;4
B0_701;17;0;4;2319;0;0;21;21;14373;2615;18623912;1,13E+05;1,13E+05;21;4
B0_702;12;6;8;980;0;0;18;21;1811;1454;NA;NA;NA;18;6
B0_703;14;1;3;1981;0;0;20;19;6759;2497;NA;NA;NA;20;6
B0_704;36;17;9;4737;0;0;42;35;10343;5173;NA;NA;NA;42;6
B0_705;13;8;8;1355;1;0;16;16;1145;1519;NA;NA;NA;16;2
B0_706;42;30;9;4861;0;0;48;44;43523;5301;18703633;2,57E+05;2,35E+05;48;6
B0_707;19;14;4;2877;0;0;25;23;6649;3317;NA;NA;NA;25;6
B0_708;20;2;5;1849;0;0;26;22;26589;2279;18856099;1,38E+05;1,17E+05;26;6
B0_709;8;0;8;886;1;0;11;14;1010;1032;NA;NA;NA;11;2
B0_710;35;0;2;3234;1;0;38;38;129083;3384;18872077;2,01E+05;2,01E+05;38;2
B0_711;23;1;10;1902;0;0;27;26;2764;2194;NA;NA;NA;27;4
B0_712;15;0;3;1894;0;0;19;20;7062;2198;NA;NA;NA;19;4
B0_713;1;0;1;54;0;0;1;2;124;54;NA;NA;NA;1;0
B0_714;8;3;3;847;0;0;16;18;1998;1435;18922960;8,46E+03;9,51E+04;16;8
B0_715;9;4;3;1430;0;0;17;18;1998;2018;18922960;8,98E+04;9,51E+04;17;8
B0_716;33;29;1;5665;0;0;43;36;19433;6401;18922960;2,27E+05;1,90E+05;43;10
B0_717;41;6;4;4769;0;0;45;42;69898;5119;18926374;2,38E+04;2,22E+05;45;4
B0_718;38;4;10;3936;0;0;44;46;29443;4404;18932767;2,32E+05;2,43E+05;44;6
B0_719;10;0;4;1368;0;0;16;15;3046;1850;18934527;8,45E+04;7,92E+04;16;6
B0_720;17;0;3;2281;0;0;21;22;29619;2581;18935382;1,11E+05;1,16E+05;21;4
B0_721;42;20;4;4268;0;0;50;40;40666;4998;19086076;2,62E+05;2,10E+05;50;8
B0_722;35;19;11;3472;0;0;41;33;24847;3944;19139620;2,14E+05;1,72E+05;41;6
B0_723;17;6;10;1924;0;0;25;24;2567;2532;19149878;1,31E+05;1,25E+05;25;8
B0_724;33;29;2;5852;1;0;42;39;37285;6460;19149878;2,19E+05;2,04E+05;42;8
B0_725;26;16;5;3891;0;0;34;35;37000;4567;19156160;1,77E+05;1,83E+05;34;8
B0_726;24;1;3;2195;1;0;29;30;55576;2515;19160540;1,51E+05;1,57E+05;29;4
B0_727;125;0;1;8528;0;0;129;145;231799;8856;19168466;6,73E+05;7,56E+05;129;4
B0_728;7;2;4;1131;1;0;12;11;1747;1473;19177484;6,26E+04;5,74E+04;12;4
B0_729;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
B0_730;8;0;2;805;0;0;12;11;1087;1099;19332088;6,21E+04;5,69E+04;12;4
B0_731;10;1;4;1198;0;0;16;16;2763;1616;NA;NA;NA;16;6
B0_732;18;4;6;1965;0;0;22;21;7616;2249;19338474;1,14E+05;1,09E+05;22;4
B0_733;20;4;6;2097;0;0;24;23;9280;2381;19338474;1,24E+05;1,19E+05;24;4
B0_734;52;44;3;4703;0;0;56;57;69613;5033;19339331;2,90E+05;2,95E+05;56;4
B0_735;33;1;5;3244;0;0;43;40;24630;4114;19340237;2,22E+05;2,07E+05;43;10
B0_736;33;1;5;3244;0;0;43;41;24696;4114;19340237;2,22E+05;2,12E+05;43;10
B0_737;288;279;10;20749;0;0;294;431;1058608;21187;19351530;1,52E+06;2,23E+06;294;6
B0_738;48;39;11;5137;1;0;55;61;67877;5597;NA;NA;NA;55;6
B0_739;32;5;8;2965;0;0;36;39;37146;3279;19389293;1,86E+05;2,01E+05;36;4
B0_740;4;0;3;280;0;0;6;6;482;438;NA;NA;NA;6;2
B0_741;29;25;1;4765;0;0;37;34;17280;5381;19392975;1,91E+05;1,75E+05;37;8
B0_742;60;51;4;6503;1;0;69;66;58109;7095;19393915;3,56E+05;3,40E+04;69;8
B0_743;32;8;11;2772;0;0;38;37;32655;3258;19414255;1,96E+05;1,91E+05;38;6
B0_744;14;2;6;1649;0;0;16;19;14395;1789;19417652;8,24E+04;9,78E+04;16;2
B0_745;31;2;8;2131;0;0;35;33;30035;2437;NA;NA;NA;35;4
B0_746;7;0;2;716;0;0;11;10;1979;1030;19456240;5,65E+04;5,14E+04;11;4
B0_747;197;0;3;13622;1;0;200;255;486769;13794;19456646;1,03E+06;1,31E+06;200;2
B0_748;62;0;3;4725;0;0;66;65;97272;5023;19459424;3,39E+05;3,34E+05;66;4
B0_749;62;0;3;4725;0;0;66;65;97272;5023;19459424;3,39E+05;3,34E+05;66;4
B0_750;12;1;5;1404;0;0;16;17;1587;1700;19472649;8,22E+04;8,73E+04;16;4
B0_751;25;20;3;3591;0;0;31;31;13757;4041;19482101;1,59E+05;1,59E+05;31;6
B0_752;24;3;7;2676;0;0;28;20;3594;3000;19632922;1,43E+05;1,02E+05;28;4
B0_753;38;26;12;4376;0;0;44;47;40918;4832;19641445;2,24E+05;2,39E+05;44;6
B0_754;29;10;7;4825;1;0;40;36;37575;5567;19650352;2,04E+05;1,83E+05;40;10
B0_755;33;10;8;3764;0;0;41;23;7356;4412;19801289;2,07E+05;1,16E+05;41;8
B0_756;33;10;8;3764;0;0;41;23;7356;4412;19801289;2,07E+05;1,16E+05;41;8
B0_757;188;25;9;14064;0;0;194;217;298694;14522;19805924;9,80E+05;1,10E+06;194;6
B0_758;101;41;5;10813;1;0;110;101;142735;11423;19807960;5,55E+05;5,10E+05;110;8
B0_759;64;5;13;6081;1;0;69;71;63457;6463;19850448;3,48E+05;3,58E+05;69;4
B0_760;23;3;11;2042;0;0;29;29;7939;2520;19867214;1,46E+05;1,46E+05;29;6
B0_761;57;45;12;8136;0;0;69;64;25686;9020;20017767;3,45E+05;3,20E+05;69;12
B0_762;7;6;4;732;1;0;12;14;1301;1044;NA;NA;NA;12;4
B0_763;47;0;2;4104;0;0;51;84;131895;4380;20020031;2,55E+05;4,20E+05;51;4
B0_764;37;26;10;4408;0;0;45;44;27224;5054;NA;NA;NA;45;8
B0_765;38;1;3;2995;0;0;44;37;41717;3531;20224783;2,18E+05;1,83E+05;44;6
B0_766;9;0;5;1197;1;0;14;11;1532;1537;20225347;6,92E+04;5,44E+04;14;4
B0_767;7;0;5;804;1;0;8;2;124;804;NA;NA;NA;8;0
B0_768;25;0;8;2200;0;0;29;30;28829;2480;NA;NA;NA;29;4
B0_769;7;0;7;744;1;0;12;15;1290;1052;NA;NA;NA;12;4
B0_770;3;0;1;466;0;0;5;6;490;618;NA;NA;NA;5;2
B0_771;19;10;1;3181;0;0;25;25;16286;3605;20412153;1,22E+05;1,22E+05;25;6
B0_772;4;2;2;276;0;0;4;5;416;276;NA;NA;NA;4;0B0_775
B0_776;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_777;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_778;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_779;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_780;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_781;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_782;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_783;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_784;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_785;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_786;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_787;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_788;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_789;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_790;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_791;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_792;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_793;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_794;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_795;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_796;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_797;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_798;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_799;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_800;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_801;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_802;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_803;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_804;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_805;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_806;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_807;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_808;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_809;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_810;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_811;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_812;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_813;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_814;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_815;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_816;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_817;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_818;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_819;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_820;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_821;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_822;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_823;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_824;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_825;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_826;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_827;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_828;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_829;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_830;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_831;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_832;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_833;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_834;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_835;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_836;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_837;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_838;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_839;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_840;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_841;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_842;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_843;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_844;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_845;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_846;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_847;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_848;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_849;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_850;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_851;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_852;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_853;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_854;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_855;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_856;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_857;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_858;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_859;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_860;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_861;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_862;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_863;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_864;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_865;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_866;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_867;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_868;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_869;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_870;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_871;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_872;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_873;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_874;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_875;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_876;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_877;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_878;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_879;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_880;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_881;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_882;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_883;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_884;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_885;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_886;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_887;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_888;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_889;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_890;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_891;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_892;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_893;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_894;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_895;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_896;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_897;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_898;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_899;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_900;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_901;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_902;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_903;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_904;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_905;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_906;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_907;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_908;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_909;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_910;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_911;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_912;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_913;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_914;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_915;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_916;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_917;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_918;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_919;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
