URL;URL_LENGTH;NUMBER_SPECIAL_CHARACTERS;CHARSET;SERVER;CACHE_CONTROL;CONTENT_LENGTH;WHOIS_COUNTRY;WHOIS_STATEPROV;WHOIS_REGDATE;UPDATE_DATE;WHITIN_DOMAIN;TCP_CONVERSATION_EXCHANGE;DIST_REMOTE_TCP_PORT;REMOTE_IPS;APP_BYTES;UDP_PACKETS;TCP_URG_PACKETS;SOURCE_APP_PACKETS;REMOTE_APP_PACKETS;SOURCE_APP_BYTES;REMOTE_APP_BYTES;DURATION;AVG_LOCAL_PKT_RATE;AVG_REMOTE_PKT_RATE;APP_PACKETS;DNS_QUERY_TIMES;TIPO
B0_226;44;8;ISO-8859-1;MICROSOFT-IIS;NA;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;ABSOLUTEASTRONOMY.COM;40;6;5;4203;0;0;42;42;47931;4365;5683455;NA;NA;42;2;BENIGNA
B0_2260;36;8;UTF-8;MW2260.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;5;3;3;498;0;0;5;7;438;498;NA;NA;NA;5;0;BENIGNA
B0_2262;49;9;UTF-8;ATS;PRIVATE;NA;US;CA;22/11/2003 0:00;1/05/2014 0:00;FLICKR.COM;5;4;2;486;0;0;5;6;480;486;NA;NA;NA;5;0;BENIGNA
B0_2265;49;9;UTF-8;CLOUDFLARE-NGINX;NA;NA;US;WA;22/11/2000 0:00;28/09/2016 0:00;IDEACITYONLINE.COM;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0;BENIGNA
B0_2266;29;8;UTF-8;APACHE;NO-CACHE, MUST-REVALIDATE, MAX-AGE=0;6813;US;TEXAS;23/05/2006 0:00;13/07/2016 0:00;DFWAMA.COM;17;9;10;1249;0;0;17;15;1062;1249;NA;NA;NA;17;0;BENIGNA
B0_2267;82;14;UTF-8;NA;NA;NA;NA;NA;18/10/2000 0:00;29/01/2017 0:00;YELLOWPAGES.CA;5;3;2;498;0;0;5;7;438;498;NA;NA;NA;5;0;BENIGNA
B0_2268;53;9;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;2023;US;GA;5/12/2005 0:00;22/04/2015 0:00;NEVAEHCABINRENTALS.COM;12;3;3;960;0;0;12;16;1024;960;NA;NA;NA;12;0;BENIGNA
B0_2269;39;9;UTF-8;APACHE;PRIVATE;NA;NA;NA;NA;NA;NIH.GOV;4;3;2;420;0;0;4;5;310;420;NA;NA;NA;4;0;BENIGNA
B0_227;59;15;UTF-8;ATS;NO-STORE, NO-CACHE, MAX-AGE=0, PRIVATE;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;YAHOO.COM;20;6;5;2638;0;0;28;25;6137;3208;5835342;NA;NA;28;8;BENIGNA
B0_2270;35;9;UTF-8;APACHE;NA;NA;NA;NA;NA;NA;JSU.EDU;4;4;2;432;0;0;4;6;372;432;NA;NA;NA;4;0;BENIGNA
B0_2271;32;6;ISO-8859-1;APACHE;NA;199;US;KANSAS;23/10/2008 0:00;3/03/2017 0:00;CHARTTHEATRENETWORK.COM;6;3;4;564;0;0;6;7;442;564;NA;NA;NA;6;0;BENIGNA
B0_2272;77;14;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;CO;16/06/2014 0:00;31/07/2016 0:00;MOVIECRITICAL.COM;6;3;4;564;0;0;6;7;442;564;NA;NA;NA;6;0;BENIGNA
B0_2273;90;17;ISO-8859-1;APACHE;NA;392;US;NEW YORK;17/03/2009 0:00;7/04/2016 0:00;ELEVATOREXPERT.NET;7;3;3;606;0;0;7;4;244;606;NA;NA;NA;7;0;BENIGNA
B0_2274;38;8;UTF-8;SERVER;NA;NA;US;NJ;5/12/1996 0:00;30/11/2016 0:00;AUDIBLE.COM;3;2;2;330;0;0;3;5;306;330;NA;NA;NA;3;0;BENIGNA
B0_2275;40;9;ISO-8859-1;APACHE;NA;230;US;CALIFORNIA;4/01/1995 0:00;4/01/2017 0:00;INFOHUB.COM;5;3;3;486;0;0;5;4;244;486;NA;NA;NA;5;0;BENIGNA
B0_2276;63;9;ISO-8859-1;APACHE;NA;345;NA;NA;9/02/2005 0:00;11/12/2015 0:00;INROMENOW.COM;4;2;2;408;0;0;4;7;448;408;NA;NA;NA;4;0;BENIGNA
B0_2277;37;8;ISO-8859-1;APACHE;PUBLIC, MAX-AGE=30;12768;NA;NA;16/10/2000 0:00;25/10/2016 0:00;CBC.CA;6;4;3;540;0;0;6;6;474;540;NA;NA;NA;6;0;BENIGNA
B0_2278;31;7;UTF-8;CHERRYPY;NO-CACHE, MUST-REVALIDATE;4075;CA;ON;1/12/1996 5:00;30/11/2016 10:30;GUTENBERG.ORG;4;3;2;432;0;0;4;6;372;432;NA;NA;NA;4;0;BENIGNA
B0_2279;51;10;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;NA;NA;UFL.EDU;5;3;2;498;0;0;5;4;244;498;NA;NA;NA;5;0;BENIGNA
B0_228;82;17;ISO-8859-1;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;9101;NA;NA;11/10/2005 0:00;10/12/2016 0:00;TICKETWOOD.COM;20;6;5;2638;0;0;28;25;6137;3208;5835342;NA;NA;28;8;BENIGNA
B0_2280;49;9;ISO-8859-1;PLAY;NO-CACHE, NO-STORE;2119;US;CA;2/11/2002 0:00;2/02/2017 0:00;LINKEDIN.COM;2;2;1;276;0;0;2;3;184;276;NA;NA;NA;2;0;BENIGNA
B0_2281;56;11;ISO-8859-1;APACHE;NA;229;NA;NA;13/10/2000 0:00;28/08/2015 0:00;USASK.CA;5;5;3;450;0;0;5;7;479;450;NA;NA;NA;5;0;BENIGNA
B0_2282;30;6;UTF-8;APACHE;NA;14703;US;TEXAS;4/08/1998 0:00;4/09/2013 0:00;CONNELLYBILLIARDS.COM;2;2;1;276;0;0;2;4;250;276;NA;NA;NA;2;0;BENIGNA
B0_2283;70;13;UTF-8;NGINX;MAX-AGE=1;NA;PA;PANAMA;11/11/2007 0:00;18/12/2015 0:00;DUCKDUCKGO.COM;16;13;2;1688;0;0;16;12;742;1688;NA;NA;NA;16;0;BENIGNA
B0_2284;39;10;UTF-8;CLOUDFLARE-NGINX;NA;NA;NA;NA;NA;NA;KOTAKU.COM.AU;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0;BENIGNA
B0_2285;39;10;UTF-8;CLOUDFLARE-NGINX;NA;NA;US;ARIZONA;10/11/2009 0:00;21/04/2015 0:00;MP3BEAR.COM;12;5;5;912;0;0;12;4;244;912;NA;NA;NA;12;0;BENIGNA
B0_2286;68;12;UTF-8;CLOUDFLARE-NGINX;PUBLIC, MAX-AGE=1800;NA;US;MA;7/03/2001 0:00;18/08/2015 0:00;OPPOSINGVIEWS.COM;11;3;7;858;0;0;11;11;678;858;NA;NA;NA;11;0;BENIGNA
B0_2287;61;11;US-ASCII;NA;PUBLIC, MAX-AGE=0;257;US;WA;22/03/1999 0:00;15/07/2016 0:00;HEALTHGRADES.COM;10;5;7;792;0;0;10;15;971;792;NA;NA;NA;10;0;BENIGNA
B0_2288;68;12;UTF-8;ATS;NO-STORE, NO-CACHE, PRIVATE, MAX-AGE=0;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;YAHOO.COM;5;4;2;474;0;0;5;7;442;474;NA;NA;NA;5;0;BENIGNA
B0_2289;33;8;UTF-8;SERVER;NA;NA;US;WA;5/01/1996 0:00;5/05/2016 0:00;IMDB.COM;10;4;4;816;0;0;10;6;476;816;NA;NA;NA;10;0;BENIGNA
B0_229;28;7;UTF-8;APACHE;NO-CACHE, MUST-REVALIDATE;8578;CA;ON;2/10/1995 4:00;30/09/2016 9:12;MISES.ORG;21;7;5;2830;0;0;29;25;6137;3400;5835342;NA;NA;29;8;BENIGNA
B0_2290;36;8;ISO-8859-1;APACHE;NA;NA;US;PA;1/05/2002 0:00;1/09/2012 0:00;IMPAWARDS.COM;5;3;2;474;0;0;5;5;306;474;NA;NA;NA;5;0;BENIGNA
B0_2291;39;7;ISO-8859-1;APACHE;NA;340;CA;ON;26/11/1996 0:00;2/11/2016 0:00;TRANSPARENCYNOW.COM;11;5;5;894;0;0;11;10;634;894;NA;NA;NA;11;0;BENIGNA
B0_2292;60;11;UTF-8;NGINX;NO-CACHE, MUST-REVALIDATE, MAX-AGE=0;2544;NA;NA;16/07/1998 16:08;NA;ISPRAS.RU;4;2;3;408;0;0;4;4;250;408;NA;NA;NA;4;0;BENIGNA
B0_2293;26;6;UTF-8;NA;NA;NA;CA;BRITISH COLUMBIA;4/08/1998 0:00;10/04/2017 0:00;LIANNAKLASSEN.COM;4;3;2;396;0;0;4;6;482;396;NA;NA;NA;4;0;BENIGNA
B0_2295;35;8;UTF-8;SERVER;NA;NA;US;WA;5/01/1996 0:00;5/05/2016 0:00;IMDB.COM;21;12;12;1446;0;0;21;24;1788;1446;NA;NA;NA;21;0;BENIGNA
B0_2296;47;9;UTF-8;SERVER;NA;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;AMAZON.COM;17;7;10;1182;0;0;17;11;670;1182;NA;NA;NA;17;0;BENIGNA
B0_2297;39;9;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;9;8;6;714;0;0;9;11;788;714;NA;NA;NA;9;0;BENIGNA
B0_2298;67;13;ISO-8859-1;APACHE;NA;317;US;CALIFORNIA;28/07/2007 0:00;21/09/2015 0:00;TUNEWIKI.COM;8;6;6;696;0;0;8;9;574;696;NA;NA;NA;8;0;BENIGNA
B0_2299;41;9;UTF-8;APACHE;MAX-AGE=86400;7065;US;ARIZONA;4/11/2003 0:00;4/11/2016 0:00;READPRINT.COM;5;3;3;576;1;0;6;8;522;576;NA;NA;NA;6;0;BENIGNA
B0_23;23;6;NA;NA;NA;NA;US;TX;30/07/1996 0:00;4/07/2016 0:00;VRBO.COM;19;7;6;2404;0;0;23;20;6179;2684;NA;NA;NA;23;4;BENIGNA
B0_230;54;10;ISO-8859-1;CLOUDFLARE-NGINX;MAX-AGE=3600, PUBLIC;18952;US;CA;29/09/2005 0:00;5/05/2016 0:00;ARMORGAMES.COM;1194;12;8;99843;0;0;1198;1284;2060012;100151;NA;NA;NA;1198;4;BENIGNA
B0_2300;55;10;UTF-8;MW2187.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;16/03/2003 8:22;29/03/2016 17:55;WIKIMEDIA.ORG;11;5;7;882;0;0;11;10;628;882;NA;NA;NA;11;0;BENIGNA
B0_2301;24;6;UTF-8;HEPTU WEB SERVER;NO-CACHE, NO-STORE, PRIVATE;1778;NA;NA;10/01/1998 0:00;11/11/2012 0:00;ITSYOURTURN.COM;7;7;3;618;0;0;7;9;562;618;NA;NA;NA;7;0;BENIGNA
B0_2302;46;9;UTF-8;MW2228.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;6;4;4;564;0;0;6;8;504;564;NA;NA;NA;6;0;BENIGNA
B0_2303;21;6;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;9/08/1999 0:00;10/02/2015 0:00;RADUDLEY.COM;7;7;3;618;0;0;7;9;562;618;NA;NA;NA;7;0;BENIGNA
B0_2306;88;17;UTF-8;MICROSOFT-IIS;PUBLIC, MAX-AGE=180;9084;US;VA;29/04/1994 0:00;30/08/2013 0:00;USATODAY.COM;8;8;1;1008;0;0;8;8;486;1008;NA;NA;NA;8;0;BENIGNA
B0_2308;70;10;ISO-8859-1;MICROSOFT-IIS;PRIVATE;356;US;NEW YORK;11/06/2002 0:00;5/06/2014 0:00;BASEBALLSCORING.COM;49;7;3;3802;0;0;49;50;57628;3802;NA;NA;NA;49;0;BENIGNA
B0_2309;28;6;UTF-8;APACHE;NA;10576;IN;UTTAR PRADESH;28/06/2011 0:00;2/03/2017 0:00;NOIDALAMINATORS.COM;14;9;2;2094;0;0;14;12;8019;2094;11773578;NA;NA;14;0;BENIGNA
B0_231;47;11;UTF-8;NGINX;MAX-AGE=1;NA;PA;PANAMA;11/11/2007 0:00;18/12/2015 0:00;DUCKDUCKGO.COM;61;46;14;6679;0;0;69;68;59369;7271;6010839;NA;NA;69;8;BENIGNA
B0_2311;81;16;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;GENEALOGY.COM;2;2;1;276;0;0;2;3;184;276;NA;NA;NA;2;0;BENIGNA
B0_2312;60;13;UTF-8;APACHE;MUST-REVALIDATE;NA;NA;NA;10/06/1999 0:00;11/04/2016 0:00;NOVELGUIDE.COM;10;8;2;12231;0;0;10;11;1186;12231;NA;NA;NA;10;0;BENIGNA
B0_2313;24;6;UTF-8;PEPYAKA;NO-CACHE;NA;NA;NA;27/04/2016 0:00;29/04/2017 0:00;ROYALTYMGMT.COM;6;3;2;528;0;0;6;4;244;528;NA;NA;NA;6;0;BENIGNA
B0_2314;16;6;UTF-8;APACHE;MAX-AGE=0, MUST-REVALIDATE, PUBLIC, S-MAXAGE=86000;15087;NA;NA;NA;NA;SIFF.BG;17;7;4;1230;0;0;17;19;1265;1230;NA;NA;NA;17;0;BENIGNA
B0_2315;24;6;US-ASCII;MICROSOFT-HTTPAPI;NA;324;CA;QUEBEC;7/04/2011 0:00;8/04/2017 0:00;PCREPAIRMTL.COM;6;4;4;564;0;0;6;8;508;564;NA;NA;NA;6;0;BENIGNA
B0_2316;52;11;UTF-8;CLOUDFLARE-NGINX;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0, NO-CACHE= SET-COOKIE;NA;NA;NA;NA;NA;BRR.COM.AU;3;3;1;366;0;0;3;4;244;366;NA;NA;NA;3;0;BENIGNA
B0_2317;49;9;ISO-8859-1;APACHE;NA;128;US;MA;6/11/2001 1:42;11/03/2017 15:28;ACADIAN-HOME.ORG;5;4;3;474;0;0;5;8;490;474;NA;NA;NA;5;0;BENIGNA
B0_2318;88;17;UTF-8;CLOUDFLARE-NGINX;MAX-AGE=600, MUST-REVALIDATE;NA;CA;ON;1/08/2007 0:00;3/03/2016 0:00;SPORTSOFBOSTON.COM;4;3;2;432;0;0;4;6;372;432;NA;NA;NA;4;0;BENIGNA
B0_2319;35;7;ISO-8859-1;APACHE;NA;289;GB;NA;24/05/2001 20:47;27/01/2017 0:20;BALLYMENAFPC.ORG;5;4;3;474;0;0;5;6;364;474;NA;NA;NA;5;0;BENIGNA
B0_232;83;14;UTF-8;CLOUDFLARE-NGINX;NA;NA;NA;NA;14/10/1999 0:00;20/11/2013 0:00;PROBOARDS.COM;24;10;4;3705;0;0;32;32;11756;4319;6014723;NA;NA;32;8;BENIGNA
B0_2320;34;9;ISO-8859-1;HTTPDAEMON;PRIVATE;NA;US;WA;5/01/1996 0:00;5/05/2016 0:00;IMDB.COM;4;3;2;432;0;0;4;5;310;432;NA;NA;NA;4;0;BENIGNA
B0_2321;73;17;UTF-8;CLOUDFLARE-NGINX;NA;NA;JP;TOKYO-TO;5/11/2007 15:14;12/03/2017 9:17;HURRYUPHARRY.ORG;11;6;8;810;0;0;11;14;913;810;NA;NA;NA;11;0;BENIGNA
B0_2322;61;11;ISO-8859-1;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;US;DE;10/08/1999 0:00;3/03/2017 0:00;HOSPITALSOUP.COM;7;3;3;582;0;0;7;5;306;582;NA;NA;NA;7;0;BENIGNA
B0_2323;40;6;UTF-8;NA;NO-CACHE;NA;NA;NA;22/02/1996 0:00;16/01/2015 0:00;MYSPACE.COM;12;4;8;924;0;0;12;10;642;924;NA;NA;NA;12;0;BENIGNA
B0_233;39;9;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;25;11;4;3771;0;0;33;32;11756;4385;6014723;NA;NA;33;8;BENIGNA
B0_234;46;9;UTF-8;ATS;NO-CACHE, NO-STORE, MUST-REVALIDATE, PRIVATE;17810;US;CA;22/11/2003 0:00;1/05/2014 0:00;FLICKR.COM;50;40;5;5894;0;0;58;73;69918;6478;NA;NA;NA;58;8;BENIGNA
B0_235;44;9;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;GENEALOGY.COM;26;10;6;2512;0;0;32;33;7155;2982;6033870;NA;NA;32;6;BENIGNA
B0_236;43;9;UTF-8;APACHE;MAX-AGE=3600, PUBLIC, MUST-REVALIDATE, PROXY-REVALIDATE;NA;UK;UK;27/02/1996 0:00;27/01/2016 0:00;NME.COM;33;1;4;2756;0;0;37;37;41938;3032;6037248;NA;NA;37;4;BENIGNA
B0_237;46;8;UTF-8;APACHE;NA;193;US;PA;14/10/2016 0:00;14/10/2016 0:00;FREECOUNTYPROJECT.COM;7;0;2;680;0;0;11;10;1363;1002;NA;NA;NA;11;4;BENIGNA
B0_238;41;7;ISO-8859-1;OPENRESTY;NA;10588;US;FL;30/07/2002 0:00;26/06/2014 0:00;FIRESTOPSTANDARD.COM;20;0;2;1895;0;0;22;24;13792;2055;6038497;NA;NA;22;2;BENIGNA
B0_239;44;9;UTF-8;MW2107.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;40;35;2;5987;0;0;48;48;38230;6595;6038960;NA;NA;48;8;BENIGNA
B0_24;72;12;UTF-8;SERVER;NO-CACHE;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;AMAZON.COM;27;21;8;3862;0;0;33;33;11108;4290;NA;NA;NA;33;6;BENIGNA
B0_240;61;11;UTF-8;APACHE;MAX-AGE=0, PRIVATE, MUST-REVALIDATE, MAX-AGE=2592000;8864;NA;NA;27/05/1997 0:00;28/04/2017 0:00;OREILLY.COM;26;18;4;3798;0;0;34;36;18719;4444;6044425;NA;NA;34;8;BENIGNA
B0_241;23;6;UTF-8;NA;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;GB;NA;9/05/2008 0:00;27/11/2015 0:00;PRIMELOOPS.COM;19;14;6;1980;0;0;23;25;5737;2276;NA;NA;NA;23;4;BENIGNA
B0_242;43;9;UTF-8;VARNISH;NA;389;US;CA;16/07/1999 0:00;29/03/2013 0:00;METACRITIC.COM;83;2;3;6008;0;0;87;107;147266;6312;6060568;NA;NA;87;4;BENIGNA
B0_243;98;18;UTF-8;NGINX;NA;NA;US;NJ;4/03/1996 0:00;1/02/2017 0:00;NBCSPORTS.COM;44;17;11;5171;0;0;52;46;36825;5811;NA;NA;NA;52;8;BENIGNA
B0_244;72;9;ISO-8859-1;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;2819;BE;ANTWERP;13/10/2000 0:00;1/11/2012 0:00;AVIEWONCITIES.COM;39;2;13;3042;0;0;45;26;5914;3520;6231020;NA;NA;45;6;BENIGNA
B0_246;38;7;UTF-8;NA;NO-CACHE, MUST-REVALIDATE, MAX-AGE=0;24087;AU;NSW;19/02/2002 1:02;29/11/2016 0:00;SYDNEYARCHIVES.INFO;8;0;3;786;0;0;12;9;968;1106;6234715;NA;NA;12;4;BENIGNA
B0_247;54;9;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;58;39;7;5998;0;0;64;48;43787;6438;6387104;NA;NA;64;6;BENIGNA
B0_248;75;13;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;8/09/2004 0:00;28/02/2017 0:00;TURKCEBILGI.COM;23;14;7;2472;0;0;27;19;6776;2796;6387825;NA;NA;27;4;BENIGNA
B0_249;56;9;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;26;18;7;3928;0;0;32;27;10186;4368;6389013;NA;NA;32;6;BENIGNA
B0_250;57;10;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;63;58;6;8280;0;0;75;65;23559;9168;6412501;NA;NA;75;12;BENIGNA
B0_251;40;7;ISO-8859-1;LITESPEED;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE, MAX-AGE=0;618;AU;VIC;30/07/2004 0:00;30/03/2014 0:00;CLASSICAUSTRALIANTV.COM;24;6;4;1784;0;0;26;27;23886;1950;6416276;NA;NA;26;2;BENIGNA
B0_252;47;10;UTF-8;APACHE;NA;NA;AU;NA;20/07/2006 0:00;5/03/2013 0:00;WHOSDATEDWHO.COM;14;1;3;2133;0;0;20;18;3258;2609;6417291;NA;NA;20;6;BENIGNA
B0_253;39;8;ISO-8859-1;APACHE;NA;1002;AT;AUSTRIA;1/06/2004 0:00;2/06/2016 0:00;123PEOPLE.COM;10;2;7;927;0;0;14;20;2926;1241;6426229;NA;NA;14;4;BENIGNA
B0_254;32;8;ISO-8859-1;APACHE;NA;334;SI;--;19/02/2009 0:00;22/12/2015 0:00;RCL-TEH.COM;8;1;4;816;0;0;10;13;1541;958;6427162;NA;NA;10;2;BENIGNA
B0_255;97;17;UTF-8;CLOUDFLARE-NGINX;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;US;LA;20/10/2003 0:00;15/01/2015 0:00;TORRENTREACTOR.NET;43;0;2;3252;0;0;47;47;60076;3564;NA;NA;NA;47;4;BENIGNA
B0_256;26;6;ISO-8859-1;APACHE;NA;345;US;FL;31/05/2000 0:00;2/04/2014 0:00;DAVIDGARRISON.COM;43;0;2;3252;0;0;47;47;60076;3564;NA;NA;NA;47;4;BENIGNA
B0_257;116;18;US-ASCII;MICROSOFT-HTTPAPI;NA;324;CA;ON;13/02/1999 0:00;10/05/2016 0:00;GLOBALMONTREAL.COM;24;0;4;2314;0;0;28;38;43123;2616;6428782;NA;NA;28;4;BENIGNA
B0_258;26;7;UTF-8;NGINX;MUST-REVALIDATE;NA;US;NY;23/03/1995 0:00;3/03/2017 0:00;WN.COM;46;12;11;3783;0;0;50;18;5605;4047;6579480;NA;NA;50;4;BENIGNA
B0_259;29;6;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;2/07/1998 0:00;5/07/2016 0:00;QUINCYJONESMUSIC.COM;34;9;6;2861;0;0;38;26;15260;3229;6648440;NA;NA;38;4;BENIGNA
B0_26;41;8;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;PA;PANAMA;9/12/2008 0:00;30/11/2016 0:00;TENNISTWEETS.COM;8;0;1;1078;0;0;12;12;1532;1390;1056098;NA;NA;12;4;BENIGNA
B0_260;70;13;ISO-8859-1;APACHE;NA;NA;NA;NA;NA;NA;ANCESTRY.COM;33;11;8;3523;0;0;39;33;30933;4041;6649052;NA;NA;39;6;BENIGNA
B0_261;52;11;UTF-8;APACHE;MAX-AGE=13;NA;NA;NA;27/05/1998 0:00;25/04/2017 0:00;KFDM.COM;60;4;5;4466;0;0;62;63;95122;4602;6650229;NA;NA;62;2;BENIGNA
B0_263;31;8;ISO-8859-1;APACHE;NA;287;IN;HR;11/11/2000 0:00;3/05/2012 0:00;YAMAHA-MOTOR-INDIA.COM;5;0;1;593;0;0;9;9;955;929;6651392;NA;NA;9;4;BENIGNA
B0_264;70;13;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;VT;15/11/1995 0:00;15/09/2015 0:00;WCAX.COM;8;0;3;1100;0;0;12;12;1570;1380;NA;NA;NA;12;4;BENIGNA
B0_265;59;9;ISO-8859-1;NGINX;NO-CACHE;12629;US;CA;28/04/2005 0:00;7/12/2015 0:00;HUBPAGES.COM;24;0;11;1863;0;0;26;27;15088;2033;6663765;NA;NA;26;2;BENIGNA
B0_266;45;9;UTF-8;NGINX;NA;39;NL;NOT APPLICABLE;27/11/2002 0:00;21/11/2016 0:00;CLASSICCAT.NET;4;0;2;541;0;0;6;7;579;689;6664328;NA;NA;6;2;BENIGNA
B0_267;51;11;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;22/02/2001 0:00;8/04/2017 0:00;CAIRP.CA;22;6;8;1651;0;0;24;17;1388;1787;6723588;NA;NA;24;2;BENIGNA
B0_268;47;10;UTF-8;NGINX;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;NA;NA;8/05/2001 0:00;19/04/2015 0:00;METACAFE.COM;34;0;5;4084;0;0;42;37;36205;4684;6723999;NA;NA;42;8;BENIGNA
B0_269;79;16;ISO-8859-1;ROXEN;NA;11593;US;IL;2/03/2000 0:00;3/03/2017 0:00;ELBURNHERALD.COM;13;1;3;1763;0;0;19;19;2308;2233;6756743;NA;NA;19;6;BENIGNA
B0_27;68;14;UTF-8;APACHE;MAX-AGE=7200, MUST-REVALIDATE;12606;US;NY;2/01/2001 0:00;31/05/2016 0:00;SLANTMAGAZINE.COM;23;9;8;2317;0;0;27;28;3635;2633;1068615;NA;NA;27;4;BENIGNA
B0_270;46;11;UTF-8;ATS;NA;630;US;CA;18/01/1995 0:00;26/08/2015 0:00;YAHOO.COM;38;13;10;4509;0;0;48;52;35953;5267;6763447;NA;NA;48;10;BENIGNA
B0_271;43;8;UTF-8;APACHE;NO-CACHE, NO-STORE, MAX-AGE=0, MUST-REVALIDATE;NA;US;ARIZONA;23/06/2006 0:00;24/06/2016 0:00;BOOBPEDIA.COM;84;13;6;7403;0;0;86;71;117282;7549;6914399;NA;NA;86;2;BENIGNA
B0_272;61;13;ISO-8859-1;APACHE;PRIVATE;267;US;NY;13/03/2000 0:00;10/02/2016 0:00;CSTV.COM;7;1;3;743;0;0;11;13;1520;1033;NA;NA;NA;11;4;BENIGNA
B0_273;39;8;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;23;6;10;2679;0;0;29;26;7080;3121;6923894;NA;NA;29;6;BENIGNA
B0_275;41;9;UTF-8;MW2109.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;34;27;3;4891;0;0;42;37;37001;5499;7120933;NA;NA;42;8;BENIGNA
B0_276;62;11;ISO-8859-1;APACHE;NA;NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;ANCESTRY.COM;11;5;4;1040;0;0;15;19;2206;1374;7127233;NA;NA;15;4;BENIGNA
B0_277;44;9;UTF-8;MW2190.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;37;32;2;5805;0;0;45;41;40585;6413;7127617;NA;NA;45;8;BENIGNA
